#古籍字	Unicode	序号
𥉻	2527B	08296
器	05668	08297
憩	061A9	08298
蟿	087FF	08299
鼜	09F1C	08300
㤉	03909	08301
掐	06390	08302
葜	0845C	08303
䶗	04D97	08304
𡤫	2192B	08305
卡	05361	08306
跒	08DD2	08307
㓞	034DE	08308
㓤	034E4	08309
帢	05E22	08310
洽	06D3D	08311
恰	06070	08312
𤫶	24AF6	08313
𧩶	27A76	08314
髂	09AC2	08315
千	05343	08316
仟	04EDF	08317
阡	09621	08318
扦	06266	08319
芊	0828A	08320
䇂	041C2	08321
岍	05C8D	08322
汧	06C67	08323
䀒	04012	08324
蚈	08688	08325
釺	091FA	08326
牽	0727D	08327
雃	096C3	08328
掔	06394	08329
鈆	09206	08330
愆	06106	08331
鉛	0925B	08332
僉	050C9	08333
𨝍	2874D	08334
熑	07191	08335
慳	06173	08336
搴	06434	08337
𢳍	22CCD	08338
遷	09077	08339
褰	08930	08340
謙	08B19	08341
顅	09845	08342
縴	07E34	08343
櫏	06ACF	08344
簽	07C3D	08345
鵮	09D6E	08346
攓	06513	08347
騫	09A2B	08348
鬝	09B1D	08349
籤	07C64	08350
韆	097C6	08351
拑	062D1	08352
前	0524D	08353
虔	08654	08354
掮	063AE	08355
揵	063F5	08356
乾	04E7E	08357
鈐	09210	08358
鉗	09257	08359
鉆	09246	08360
𩎖	29396	08361
榩	069A9	08362
箝	07B9D	08363
羬	07FAC	08364
潛	06F5B	08365
黔	09ED4	08366
錢	09322	08367
騝	09A1D	08368
騚	09A1A	08369
鰬	09C2C	08370
灊	0704A	08371
肷	080B7	08372
淺	06DFA	08373
遣	09063	08374
嵰	05D70	08375
槏	069CF	08376
蜸	08738	08377
膁	08181	08378
繾	07E7E	08379
譴	08B74	08380
欠	06B20	08381
芡	082A1	08382
茜	0831C	08383
俔	04FD4	08384
倩	05029	08385
嵌	05D4C	08386
傔	05094	08387
蒨	084A8	08388
塹	05879	08389
歉	06B49	08390
綪	07DAA	08391
輤	08F24	08392
槧	069E7	08393
䵖	04D56	08394
鰜	09C1C	08395
羌	07F8C	08396
戕	06215	08397
斨	065A8	08398
椌	0690C	08399
腔	08154	08400
搶	06436	08401
蜣	08723	08402
嗆	055C6	08403
瑲	07472	08404
槍	069CD	08405
嶈	05D88	08406
蹡	08E61	08407
鎗	09397	08408
鏘	093D8	08409
爿	0723F	08410
強	05F37	08411
墻	058BB	08412
薔	08594	08413
廧	05EE7	08414
彊	05F4A	08415
嬙	05B19	08416
檣	06AA3	08417
牆	07246	08418
蘠	08620	08419
襁	08941	08420
繈	07E48	08421
鏹	093F9	08422
蹌	08E4C	08423
郻	090FB	08424
搞	0641E	08425
跤	08DE4	08426
鄡	09121	08427
敲	06572	08428
墝	0589D	08429
碻	078BB	08430
骹	09AB9	08431
墽	058BD	08432
橇	06A47	08433
磽	078FD	08434
鍬	0936C	08435
繑	07E51	08436
趬	08DAC	08437
蹺	08E7A	08438
蹻	08E7B	08439
鞽	097BD	08440
荍	0834D	08441
喬	055AC	08442
僑	050D1	08443
劁	05281	08444
墧	058A7	08445
憔	06194	08446
嫶	05AF6	08447
橋	06A4B	08448
樵	06A35	08449
礄	07904	08450
瞧	077A7	08451
䀉	04009	08452
翹	07FF9	08453
趫	08DAB	08454
譙	08B59	08455
顦	09866	08456
巧	05DE7	08457
悄	06084	08458
愀	06100	08459
俏	04FCF	08460
峭	05CED	08461
帩	05E29	08462
殼	06BBC	08463
𣺰	23EB0	08464
誚	08A9A	08465
撬	064AC	08466
撽	064BD	08467
鞘	09798	08468
𠿕	20FD5	08469
𢶡	22DA1	08470
竅	07AC5	08471
躈	08E88	08472
切	05207	08473
癿	0767F	08474
伽	04F3D	08475
茄	08304	08476
且	04E14	08477
沏	06C8F	08478
妾	059BE	08479
怯	0602F	08480
匧	05327	08481
挈	06308	08482
愜	0611C	08483
朅	06705	08484
㗫	035EB	08485
緁	07DC1	08486
踥	08E25	08487
篋	07BCB	08488
藒	085D2	08489
鍥	09365	08490
䌌	0430C	08491
竊	07ACA	08492
侵	04FB5	08493
衾	0887E	08494
欽	06B3D	08495
綅	07D85	08496
嶔	05D94	08497
親	089AA	08498
駸	099F8	08499
䃢	040E2	08500
顉	09849	08501
寴	05BF4	08502
芹	082B9	08503
芩	082A9	08504
肣	080A3	08505
矜	077DC	08506
秦	079E6	08507
耹	08039	08508
蚙	08699	08509
捦	06366	08510
堇	05807	08511
琴	07434	08512
禽	079BD	08513
雂	096C2	08514
勤	052E4	08515
靲	09772	08516
𤚩	246A9	08517
慬	0616C	08518
擒	064D2	08519
噙	05659	08520
䰼	04C3C	08521
檎	06A8E	08522
螓	08793	08523
𥱧	25C67	08524
瘽	0763D	08525
𥎊	2538A	08526
懃	061C3	08527
鬵	09B35	08528
坅	05745	08529
梫	068AB	08530
寢	05BE2	08531
鋟	092DF	08532
螼	087BC	08533
沁	06C81	08534
菣	083E3	08535
撳	064B3	08536
瀙	07019	08537
顩	09869	08538
青	09752	08539
卿	0537F	08540
頃	09803	08541
圊	0570A	08542
清	06E05	08543
傾	050BE	08544
輕	08F15	08545
蜻	0873B	08546
鯖	09BD6	08547
𨆪	281AA	08548
鑋	0944B	08549
剠	05260	08550
勍	052CD	08551
殑	06B91	08552
情	060C5	08553
葝	0845D	08554
晴	06674	08555
檠	06AA0	08556
擎	064CE	08557
黥	09EE5	08558
苘	082D8	08559
廎	05ECE	08560
請	08ACB	08561
謦	08B26	08562
凊	051CA	08563
靘	09758	08564
慶	06176	08565
磬	078EC	08566
罄	07F44	08567
𨥲	28972	08568
銎	0928E	08569
邛	0909B	08570
穹	07A79	08571
筇	07B47	08572
蛩	086E9	08573
蛬	086EC	08574
𠌖	20316	08575
舼	0823C	08576
惸	060F8	08577
跫	08DEB	08578
煢	07162	08579
瞏	0778F	08580
窮	07AAE	08581
璚	0749A	08582
橩	06A69	08583
𦩺	26A7A	08584
藑	085D1	08585
瓊	074CA	08586
藭	085ED	08587
𥳎	25CCE	08588
㑋	0344B	08589
丘	04E18	08590
邱	090B1	08591
秋	079CB	08592
蚯	086AF	08593
萩	08429	08594
楸	06978	08595
篍	07BCD	08596
緧	07DE7	08597
䠓	04813	08598
鞦	097A6	08599
鞧	097A7	08600
鶖	09D96	08601
鰍	09C0D	08602
鰌	09C0C	08603
仇	04EC7	08604
厹	053B9	08605
艽	0827D	08606
囚	056DA	08607
犰	072B0	08608
朹	06739	08609
求	06C42	08610
虬	0866C	08611
泅	06CC5	08612
䊵	042B5	08613
㐜	0341C	08614
俅	04FC5	08615
䜪	0472A	08616
觓	089D3	08617
訄	08A04	08618
酋	0914B	08619
逑	09011	08620
逎	0900E	08621
釚	091DA	08622
紌	07D0C	08623
球	07403	08624
梂	06882	08625
毬	06BEC	08626
崷	05D37	08627
遒	09052	08628
湭	06E6D	08629
渞	06E1E	08630
㥢	03962	08631
裘	088D8	08632
蛷	086F7	08633
絿	07D7F	08634
賕	08CD5	08635
觩	089E9	08636
璆	07486	08637
蝤	08764	08638
銶	092B6	08639
鼽	09F3D	08640
鯄	09BC4	08641
鰽	09C3D	08642
糗	07CD7	08643
曲	066F2	08644
佉	04F49	08645
阹	09639	08646
抾	062BE	08647
屈	05C48	08648
胠	080E0	08649
祛	0795B	08650
袪	088AA	08651
區	05340	08652
蛆	086C6	08653
䖦	045A6	08654
紶	07D36	08655
蛐	086D0	08656
詘	08A58	08657
趍	08D8D	08658
𧌑	27311	08659
嶇	05D87	08660
㠊	0380A	08661
誳	08AB3	08662
𨧱	289F1	08663
魼	09B7C	08664
趨	08DA8	08665
麯	09EAF	08666
軀	08EC0	08667
麴	09EB4	08668
黢	09EE2	08669
驅	09A45	08670
鰸	09C38	08671
鱋	09C4B	08672
劬	052AC	08673
朐	06710	08674
蚼	086BC	08675
渠	06E20	08676
絇	07D47	08677
軥	08EE5	08678
𥓼	254FC	08679
蕖	08556	08680
璖	07496	08681
磲	078F2	08682
鴝	09D1D	08683
璩	074A9	08684
瞿	077BF	08685
鼩	09F29	08686
灈	07048	08687
欋	06B0B	08688
氍	06C0D	08689
籧	07C67	08690
臞	081DE	08691
癯	0766F	08692
蠷	08837	08693
衢	08862	08694
𧾱	27FB1	08695
躣	08EA3	08696
鑺	0947A	08697
鸜	09E1C	08698
𩇐	291D0	08699
取	053D6	08700
竘	07AD8	08701
娶	05A36	08702
詓	08A53	08703
𡟥	217E5	08704
蝺	0877A	08705
齲	09F72	08706
去	053BB	08707
呿	0547F	08708
㰦	03C26	08709
耝	0801D	08710
趣	08DA3	08711
麮	09EAE	08712
闃	095C3	08713
鼁	09F01	08714
覷	089B7	08715
覰	089B0	08716
覻	089BB	08717
弮	05F2E	08718
悛	0609B	08719
棬	068EC	08720
腃	08143	08721
駩	099E9	08722
鐉	09409	08723
全	05168	08724
佺	04F7A	08725
卷	05377	08726
荃	08343	08727
泉	06CC9	08728
牷	07277	08729
拳	062F3	08730
埢	057E2	08731
啳	05573	08732
痊	075CA	08733
惓	060D3	08734
婘	05A58	08735
𡺟	21E9F	08736
筌	07B4C	08737
絟	07D5F	08738
瑔	07454	08739
輇	08F07	08740
跧	08DE7	08741
詮	08A6E	08742
觠	089E0	08743
蜷	08737	08744
銓	09293	08745
踡	08E21	08746
縓	07E13	08747
謜	08B1C	08748
鬈	09B08	08749
㩲	03A72	08750
巏	05DCF	08751
鰁	09C01	08752
權	06B0A	08753
齤	09F64	08754
蠸	08838	08755
顴	09874	08756
犬	072AC	08757
畎	0754E	08758
綣	07DA3	08759
虇	08647	08760
券	05238	08761
勸	052F8	08762
缺	07F3A	08763
瘸	07638	08764
卻	0537B	08765
埆	057C6	08766
崅	05D05	08767
㹱	03E71	08768
雀	096C0	08769
硞	0785E	08770
确	0786E	08771
搉	06409	08772
皵	076B5	08773
碏	0788F	08774
榷	069B7	08775
趞	08D9E	08776
慤	06164	08777
確	078BA	08778
䧿	049FF	08779
㲉	03C89	08780
闋	095CB	08781
闕	095D5	08782
礐	07910	08783
鵲	09D72	08784
㰌	03C0C	08785
𥗙	255D9	08786
囷	056F7	08787
𢓭	224ED	08788
逡	09021	08789
輑	08F11	08790
峮	05CEE	08791
裙	088D9	08792
群	07FA4	08793
𤸷	24E37	08794
呥	05465	08795
肰	080B0	08796
袇	08887	08797
䑙	04459	08798
袡	088A1	08799
蚺	086BA	08800
然	07136	08801
髯	09AEF	08802
燃	071C3	08803
繎	07E4E	08804
𪚮	2A6AE	08805
冉	05189	08806
苒	082D2	08807
姌	059CC	08808
𠱞	20C5E	08809
染	067D3	08810
橪	06A6A	08811
儴	05134	08812
蘘	08618	08813
獽	0737D	08814
瀼	0703C	08815
禳	079B3	08816
穰	07A70	08817
瓤	074E4	08818
𧟄	277C4	08819
鑲	09472	08820
鬤	09B24	08821
壤	058E4	08822
攘	06518	08823
嚷	056B7	08824
䑋	0444B	08825
纕	07E95	08826
躟	08E9F	08827
懹	061F9	08828
讓	08B93	08829
蕘	08558	08830
襓	08953	08831
饒	09952	08832
嬈	05B08	08833
擾	064FE	08834
遶	09076	08835
繞	07E5E	08836
喏	0558F	08837
惹	060F9	08838
熱	071B1	08839
人	04EBA	08840
壬	058EC	08841
仁	04EC1	08842
任	04EFB	08843
魜	09B5C	08844
銋	0928B	08845
鵀	09D40	08846
𩷀	29DC0	08847
忍	05FCD	08848
荏	0834F	08849
𠲏	20C8F	08850
栣	06823	08851
腍	0814D	08852
稔	07A14	08853
綛	07D9B	08854
刃	05203	08855
仞	04EDE	08856
牣	07263	08857
妊	0598A	08858
衽	0887D	08859
紉	07D09	08860
軔	08ED4	08861
恁	06041	08862
訒	08A12	08863
紝	07D1D	08864
飪	098EA	08865
韌	097CC	08866
認	08A8D	08867
扔	06254	08868
仍	04ECD	08869
艿	0827F	08870
礽	0793D	08871
陾	0967E	08872
芿	082BF	08873
日	065E5	08874
馹	099B9	08875
戎	0620E	08876
肜	0809C	08877
茙	08319	08878
茸	08338	08879
狨	072E8	08880
毧	06BE7	08881
容	05BB9	08882
傛	0509B	08883
絨	07D68	08884
㲨	03CA8	08885
蓉	084C9	08886
溶	06EB6	08887
瑢	07462	08888
榕	06995	08889
榮	069AE	08890
熔	07194	08891
褣	08923	08892
髶	09AF6	08893
駥	099E5	08894
融	0878D	08895
嶸	05DB8	08896
鎔	09394	08897
瀜	0701C	08898
蠑	08811	08899
冗	05197	08900
軵	08EF5	08901
𣯍	23BCD	08902
䢇	04887	08903
氄	06C04	08904
柔	067D4	08905
揉	063C9	08906
葇	08447	08907
瑈	07448	08908
蝚	0875A	08909
糅	07CC5	08910
輮	08F2E	08911
蹂	08E42	08912
鍒	09352	08913
鞣	097A3	08914
鰇	09C07	08915
鶔	09D94	08916
煣	07163	08917
肉	08089	08918
如	05982	08919
侞	04F9E	08920
茹	08339	08921
帤	05E24	08922
袽	088BD	08923
䋈	042C8	08924
蒘	08498	08925
蕠	08560	08926
𠟺	207FA	08927
儒	05112	08928
薷	085B7	08929
嚅	05685	08930
濡	06FE1	08931
孺	05B7A	08932
嬬	05B2C	08933
鴽	09D3D	08934
𩶯	29DAF	08935
襦	08966	08936
蠕	08815	08937
醹	091B9	08938
顬	0986C	08939
䰰	04C30	08940
汝	06C5D	08941
乳	04E73	08942
辱	08FB1	08943
鄏	0910F	08944
擩	064E9	08945
𪑾	2A47E	08946
入	05165	08947
洳	06D33	08948
蓐	084D0	08949
嗕	055D5	08950
溽	06EBD	08951
褥	08925	08952
縟	07E1F	08953
堧	05827	08954
撋	0648B	08955
瓀	074C0	08956
阮	0962E	08957
耎	0800E	08958
軟	08EDF	08959
䓴	044F4	08960
𦶇	26D87	08961
㮕	03B95	08962
㼱	03F31	08963
蝡	08761	08964
緛	07DDB	08965
緌	07DCC	08966
蕤	08564	08967
䬐	04B10	08968
蕊	0854A	08969
芮	082AE	08970
汭	06C6D	08971
枘	06798	08972
蚋	0868B	08973
䓲	044F2	08974
瑞	0745E	08975
睿	0777F	08976
鋭	092ED	08977
䏰	043F0	08978
閏	0958F	08979
潤	06F64	08980
挼	0633C	08981
若	082E5	08982
鄀	09100	08983
偌	0504C	08984
弱	05F31	08985
渃	06E03	08986
楉	06949	08987
蒻	084BB	08988
箬	07BAC	08989
篛	07BDB	08990
爇	07207	08991
鰙	09C19	08992
洒	06D12	08993
靸	09778	08994
撒	06492	08995
潵	06F75	08996
灑	07051	08997
卅	05345	08998
鈒	09212	08999
馺	099BA	09000
摋	0644B	09001
颯	098AF	09002
𠎷	203B7	09003
𢶍	22D8D	09004
薩	085A9	09005
𥻦	25EE6	09006
㽂	03F42	09007
𩐅	29405	09008
𢕬	2256C	09009
揌	063CC	09010
毸	06BF8	09011
腮	0816E	09012
塞	0585E	09013
䚡	046A1	09014
䰄	04C04	09015
鰓	09C13	09016
㘔	03614	09017
僿	050FF	09018
賽	08CFD	09019
簺	07C3A	09020
三	04E09	09021
𢁘	22058	09022
叁	053C1	09023
毿	06BFF	09024
鬖	09B16	09025
傘	05098	09026
䊉	04289	09027
糝	07CDD	09028
饊	0994A	09029
俕	04FD5	09030
散	06563	09031
桑	06851	09032
搡	06421	09033
嗓	055D3	09034
磉	078C9	09035
䡦	04866	09036
顙	09859	09037
喪	055AA	09038
搔	06414	09039
溞	06E9E	09040
慅	06145	09041
㺑	03E91	09042
㺐	03E90	09043
繅	07E45	09044
颾	098BE	09045
騷	09A37	09046
埽	057FD	09047
掃	06383	09048
嫂	05AC2	09049
瘙	07619	09050
氉	06C09	09051
臊	081CA	09052
矂	077C2	09053
色	08272	09054
雭	096ED	09055
瑟	0745F	09056
嗇	055C7	09057
㒊	0348A	09058
璱	074B1	09059
澀	06F80	09060
穡	07A61	09061
繬	07E6C	09062
轖	08F56	09063
譅	08B45	09064
飋	098CB	09065
森	068EE	09066
槮	069EE	09067
僧	050E7	09068
鬙	09B19	09069
沙	06C99	09070
砂	07802	09071
唦	05526	09072
殺	06BBA	09073
粆	07C86	09074
紗	07D17	09075
㲚	03C9A	09076
痧	075E7	09077
硰	07870	09078
煞	0715E	09079
裟	088DF	09080
榝	0699D	09081
䤬	0492C	09082
鎩	093A9	09083
鯊	09BCA	09084
啥	05565	09085
傻	050BB	09086
𧫝	27ADD	09087
哈	054C8	09088
萐	08410	09089
啑	05551	09090
唼	0553C	09091
厦	053A6	09092
嗄	055C4	09093
歃	06B43	09094
翜	07FDC	09095
箑	07B91	09096
翣	07FE3	09097
霎	0970E	09098
㬠	03B20	09099
簁	07C01	09100
𦃏	260CF	09101
閷	095B7	09102
曬	066EC	09103
山	05C71	09104
彡	05F61	09105
𣬛	23B1B	09106
芟	0829F	09107
杉	06749	09108
删	05220	09109
苫	082EB	09110
㹪	03E6A	09111
衫	0886B	09112
姗	059D7	09113
珊	073CA	09114
挻	0633B	09115
舢	08222	09116
脠	08120	09117
痁	075C1	09118
笘	07B18	09119
跚	08DDA	09120
搧	06427	09121
煔	07154	09122
煽	0717D	09123
潸	06F78	09124
襂	08942	09125
縿	07E3F	09126
羶	07FB6	09127
陝	0965D	09128
閃	09583	09129
㨛	03A1B	09130
睒	07752	09131
㴸	03D38	09132
摻	0647B	09133
汕	06C55	09134
疝	0759D	09135
赸	08D78	09136
訕	08A15	09137
扇	06247	09138
掞	0639E	09139
釤	091E4	09140
善	05584	09141
鄯	0912F	09142
墠	058A0	09143
墡	058A1	09144
擅	064C5	09145
樿	06A3F	09146
膳	081B3	09147
禪	079AA	09148
嬗	05B17	09149
繕	07E55	09150
蟺	087FA	09151
騸	09A38	09152
贍	08D0D	09153
灗	07057	09154
鱔	09C54	09155
商	05546	09156
傷	050B7	09157
禓	07993	09158
墒	05892	09159
滳	06EF3	09160
殤	06BA4	09161
觴	089F4	09162
鬺	09B3A	09163
晌	0664C	09164
賞	08CDE	09165
上	04E0A	09166
尚	05C1A	09167
蠰	08830	09168
捎	0634E	09169
莦	083A6	09170
弰	05F30	09171
梢	068A2	09172
稍	07A0D	09173
䘯	0462F	09174
蛸	086F8	09175
筲	07B72	09176
艄	08244	09177
旓	065D3	09178
蕱	08571	09179
燒	071D2	09180
髾	09AFE	09181
䈾	0423E	09182
鮹	09BB9	09183
勺	052FA	09184
芍	0828D	09185
杓	06753	09186
玿	073BF	09187
韶	097F6	09188
少	05C11	09189
邵	090B5	09190
劭	052AD	09191
哨	054E8	09192
袑	08891	09193
䏴	043F4	09194
紹	07D39	09195
睄	07744	09196
𧣪	278EA	09197
奢	05962	09198
猞	0731E	09199
畲	07572	09200
賒	08CD2	09201
檨	06AA8	09202
舌	0820C	09203
佘	04F58	09204
蛇	086C7	09205
揲	063F2	09206
捨	06368	09207
社	0793E	09208
舍	0820D	09209
厙	05399	09210
射	05C04	09211
涉	06D89	09212
赦	08D66	09213
設	08A2D	09214
摵	06475	09215
蔎	0850E	09216
慴	06174	09217
騇	09A07	09218
韘	097D8	09219
攝	0651D	09220
麝	09E9D	09221
灄	07044	09222
懾	061FE	09223
欇	06B07	09224
申	07533	09225
扟	0625F	09226
屾	05C7E	09227
伸	04F38	09228
身	08EAB	09229
呻	0547B	09230
侁	04F81	09231
罙	07F59	09232
珅	073C5	09233
柛	067DB	09234
㑗	03457	09235
胂	080C2	09236
籸	07C78	09237
姺	059FA	09238
莘	08398	09239
眒	07712	09240
峷	05CF7	09241
甡	07521	09242
娠	05A20	09243
深	06DF1	09244
參	053C3	09245
紳	07D33	09246
兟	0515F	09247
㾕	03F95	09248
詵	08A75	09249
幓	05E53	09250
駪	099EA	09251
㜪	0372A	09252
燊	071CA	09253
神	0795E	09254
邥	090A5	09255
沈	06C88	09256
弞	05F1E	09257
哂	054C2	09258
矧	077E7	09259
淰	06DF0	09260
魫	09B6B	09261
諗	08AD7	09262
審	05BE9	09263
曋	066CB	09264
瞫	077AB	09265
瀋	0700B	09266
嬸	05B38	09267
㰂	03C02	09268
甚	0751A	09269
脤	08124	09270
葚	0845A	09271
腎	0814E	09272
蜃	08703	09273
罧	07F67	09274
慎	0614E	09275
滲	06EF2	09276
鋠	092E0	09277
瘮	0762E	09278
𩷩	29DE9	09279
升	05347	09280
生	0751F	09281
昇	06607	09282
牲	07272	09283
陞	0965E	09284
笙	07B19	09285
甥	07525	09286
鉎	0924E	09287
聲	08072	09288
鼪	09F2A	09289
澠	06FA0	09290
憴	061B4	09291
繩	07E69	09292
譝	08B5D	09293
眚	0771A	09294
渻	06E3B	09295
㾪	03FAA	09296
㞼	037BC	09297
晟	0665F	09298
剩	05269	09299
勝	052DD	09300
聖	08056	09301
嵊	05D4A	09302
蕂	08542	09303
賸	08CF8	09304
𥫽	25AFD	09305
尸	05C38	09306
失	05931	09307
邿	090BF	09308
呞	0545E	09309
虱	08671	09310
施	065BD	09311
屍	05C4D	09312
師	05E2B	09313
絁	07D41	09314
葹	08479	09315
蓍	084CD	09316
蒒	08492	09317
獅	07345	09318
詩	08A69	09319
溼	06EBC	09320
溮	06EAE	09321
鳲	09CF2	09322
篩	07BE9	09323
褷	08937	09324
鍦	09366	09325
䌤	04324	09326
鰤	09C24	09327
襹	08979	09328
釃	091C3	09329
𪓿	2A4FF	09330
十	05341	09331
什	04EC0	09332
石	077F3	09333
拾	062FE	09334
食	098DF	09335
祏	0794F	09336
時	06642	09337
湜	06E5C	09338
寔	05BD4	09339
塒	05852	09340
榯	069AF	09341
蝕	08755	09342
實	05BE6	09343
鼫	09F2B	09344
識	08B58	09345
鰣	09C23	09346
𧄹	27139	09347
史	053F2	09348
矢	077E2	09349
豕	08C55	09350
使	04F7F	09351
始	059CB	09352
屎	05C4E	09353
駛	099DB	09354
𩢲	298B2	09355
士	058EB	09356
氏	06C0F	09357
示	0793A	09358
世	04E16	09359
仕	04ED5	09360
市	05E02	09361
式	05F0F	09362
𤜣	24723	09363
𢗗	225D7	09364
事	04E8B	09365
侍	04F8D	09366
拭	062ED	09367
柿	067FF	09368
是	0662F	09369
眂	07702	09370
恃	06043	09371
室	05BA4	09372
逝	0901D	09373
栻	0683B	09374
舐	08210	09375
視	08996	09376
貰	08CB0	09377
弑	05F11	09378
勢	052E2	09379
蒔	08494	09380
軾	08EFE	09381
睗	07757	09382
嗜	055DC	09383
筮	07B6E	09384
飾	098FE	09385
試	08A66	09386
誓	08A93	09387
適	09069	09388
褆	08906	09389
奭	0596D	09390
噬	0566C	09391
諟	08ADF	09392
澨	06FA8	09393
螫	087AB	09394
謚	08B1A	09395
𡣪	218EA	09396
釋	091CB	09397
襫	0896B	09398
收	06536	09399
手	0624B	09400
守	05B88	09401
首	09996	09402
受	053D7	09403
狩	072E9	09404
授	06388	09405
㖟	0359F	09406
售	0552E	09407
㥅	03945	09408
壽	058FD	09409
瘦	07626	09410
綬	07DAC	09411
獸	07378	09412
殳	06BB3	09413
疋	0758B	09414
抒	06292	09415
叔	053D4	09416
俆	04FC6	09417
姝	059DD	09418
殊	06B8A	09419
倏	0500F	09420
書	066F8	09421
紓	07D13	09422
菽	083FD	09423
梳	068B3	09424
鄃	09103	09425
淑	06DD1	09426
舒	08212	09427
疏	0758F	09428
毹	06BF9	09429
綀	07D80	09430
蔬	0852C	09431
樞	06A1E	09432
輸	08F38	09433
攄	06504	09434
儵	05135	09435
䨹	04A39	09436
秫	079EB	09437
孰	05B70	09438
塾	0587E	09439
熟	0719F	09440
贖	08D16	09441
暑	06691	09442
黍	09ECD	09443
署	07F72	09444
蜀	08700	09445
鼠	09F20	09446
薯	085AF	09447
曙	066D9	09448
癙	07659	09449
籔	07C54	09450
戍	0620D	09451
束	0675F	09452
述	08FF0	09453
沭	06CAD	09454
荗	08357	09455
恕	06055	09456
術	08853	09457
庶	05EB6	09458
隃	09683	09459
尌	05C0C	09460
裋	088CB	09461
竪	07AEA	09462
鉥	09265	09463
腧	08167	09464
墅	05885	09465
漱	06F31	09466
豎	08C4E	09467
數	06578	09468
澍	06F8D	09469
樹	06A39	09470
刷	05237	09471
耍	0800D	09472
摔	06454	09473
甩	07529	09474
帥	05E25	09475
率	07387	09476
蟀	087C0	09477
拴	062F4	09478
閂	09582	09479
栓	06813	09480
涮	06DAE	09481
腨	08168	09482
踹	08E39	09483
双	053CC	09484
霜	0971C	09485
雙	096D9	09486
孀	05B40	09487
䉶	04276	09488
艭	0826D	09489
驦	09A66	09490
鸘	09E18	09491
爽	0723D	09492
塽	0587D	09493
鷞	09DDE	09494
㦼	039BC	09495
脽	0813D	09496
誰	08AB0	09497
水	06C34	09498
㽷	03F77	09499
帨	05E28	09500
𨓚	284DA	09501
涚	06D9A	09502
税	07A0E	09503
裞	088DE	09504
睡	07761	09505
吮	0542E	09506
楯	0696F	09507
眴	07734	09508
順	09806	09509
舜	0821C	09510
蕣	08563	09511
瞤	077A4	09512
瞬	077AC	09513
鬊	09B0A	09514
説	08AAC	09515
妁	05981	09516
𠲿	20CBF	09517
朔	06714	09518
矟	077DF	09519
搠	06420	09520
蒴	084B4	09521
碩	078A9	09522
槊	069CA	09523
箾	07BBE	09524
爍	0720D	09525
鑠	09460	09526
厶	053B6	09527
司	053F8	09528
㺨	03EA8	09529
私	079C1	09530
㟃	037C3	09531
思	0601D	09532
虒	08652	09533
菥	083E5	09534
斯	065AF	09535
愢	06122	09536
絲	07D72	09537
㴲	03D32	09538
禗	07997	09539
蜤	08724	09540
榹	069B9	09541
厮	053AE	09542
罳	07F73	09543
凘	051D8	09544
禠	079A0	09545
䔮	0452E	09546
磃	078C3	09547
嘶	05636	09548
𥯨	25BE8	09549
澌	06F8C	09550
緦	07DE6	09551
螄	08784	09552
𧝤	27764	09553
蟖	087D6	09554
颸	098B8	09555
鼶	09F36	09556
鷥	09DE5	09557
死	06B7B	09558
巳	05DF3	09559
四	056DB	09560
寺	05BFA	09561
似	04F3C	09562
汜	06C5C	09563
兕	05155	09564
伺	04F3A	09565
祀	07940	09566
姒	059D2	09567
杫	0676B	09568
泗	06CD7	09569
㭒	03B52	09570
柶	067F6	09571
牭	0726D	09572
俟	04FDF	09573
肂	08082	09574
涘	06D98	09575
耜	0801C	09576
笥	07B25	09577
釲	091F2	09578
竢	07AE2	09579
肆	08086	09580
嗣	055E3	09581
飼	098FC	09582
𪊍	2A28D	09583
駟	099DF	09584
蕼	0857C	09585
㣈	038C8	09586
騃	09A03	09587
儩	05129	09588
瀃	07003	09589
松	0677E	09590
娀	05A00	09591
倯	0502F	09592
凇	051C7	09593
菘	083D8	09594
崧	05D27	09595
淞	06DDE	09596
嵩	05D69	09597
蜙	08719	09598
𩃭	290ED	09599
𪀚	2A01A	09600
鬆	09B06	09601
悚	0609A	09602
竦	07AE6	09603
傱	050B1	09604
愯	0612F	09605
慫	0616B	09606
駷	099F7	09607
聳	08073	09608
㩳	03A73	09609
𡾼	21FBC	09610
𢥠	22960	09611
宋	05B8B	09612
送	09001	09613
訟	08A1F	09614
頌	0980C	09615
誦	08AA6	09616
鄋	0910B	09617
搜	0641C	09618
蒐	08490	09619
獀	07340	09620
廋	05ECB	09621
㮴	03BB4	09622
螋	0878B	09623
艘	08258	09624
醙	09199	09625
鎪	093AA	09626
餿	0993F	09627
䐹	04439	09628
颼	098BC	09629
騪	09A2A	09630
鏉	093C9	09631
䱸	04C78	09632
叟	053DF	09633
㟬	037EC	09634
溲	06EB2	09635
瞍	0778D	09636
嗾	055FE	09637
擻	064FB	09638
藪	085EA	09639
櫢	06AE2	09640
嗽	055FD	09641
瘶	07636	09642
卹	05379	09643
甦	07526	09644
酥	09165	09645
窣	07AA3	09646
蘇	08607	09647
俗	04FD7	09648
玊	0738A	09649
夙	05919	09650
㑛	0345B	09651
素	07D20	09652
莤	083A4	09653
速	0901F	09654
涑	06D91	09655
梀	06880	09656
宿	05BBF	09657
粟	07C9F	09658
傃	05083	09659
訴	08A34	09660
嗉	055C9	09661
塑	05851	09662
遡	09061	09663
溯	06EAF	09664
